id_exploitation,region,culture_principale,type_sol,type_stockage,superficie_ha,distance_marche_km,pluviometrie_mm,age_exploitant,irrigation,formation_recue,delai_avant_vente_j,reclamation_appui_urgence,perte_elevee
EXP01838,Plateaux,sorgho,ferrugineux,silo métallique,1.31,17.1,1264.0,44,0,0,5.0,0,0
EXP01839,Kara,manioc,argileux,silo métallique,1.74,2.7,920.0,70,0,0,8.0,0,0
EXP01840,Kara,riz,ferrugineux,case traditionnelle,5.15,20.7,1172.0,27,0,1,9.0,0,0
EXP01841,Maritime,sorgho,sableux,aucun,5.11,21.3,,64,0,1,13.0,0,0
EXP01842,Centrale,sorgho,argileux,case traditionnelle,9.77,17.6,647.0,63,0,1,17.0,1,1
EXP01843,Maritime,manioc,hydromorphe,case traditionnelle,2.36,9.7,1088.0,24,0,0,17.0,0,0
EXP01844,Savanes,manioc,ferrugineux,magasin communautaire,1.98,33.1,1037.0,26,0,1,25.0,0,1
EXP01845,Maritime,riz,hydromorphe,case traditionnelle,2.13,6.1,975.0,20,0,0,15.0,0,0
EXP01846,Centrale,maïs,ferrugineux,case traditionnelle,0.68,27.6,954.0,33,0,0,19.0,0,0
EXP01847,Plateaux,sorgho,sableux,magasin communautaire,0.44,6.1,1006.0,70,0,0,15.0,0,0
EXP01848,Centrale,maïs,argileux,case traditionnelle,3.0,25.4,1026.0,25,0,0,0.0,0,0
EXP01849,Plateaux,maïs,argileux,case traditionnelle,1.87,6.3,,20,0,0,4.0,0,0
EXP01850,Kara,sorgho,argileux,silo métallique,1.38,24.4,1064.0,42,0,0,6.0,0,0
EXP01851,Maritime,maïs,argileux,magasin communautaire,2.64,37.9,907.0,37,1,0,14.0,0,0
EXP01852,Savanes,maïs,argileux,aucun,3.05,38.0,748.0,51,0,0,15.0,0,0
EXP01853,Plateaux,maïs,argileux,magasin communautaire,2.25,32.7,837.0,50,0,0,12.0,0,0
EXP01854,Kara,manioc,sableux,magasin communautaire,2.29,13.7,,62,0,0,21.0,1,1
EXP01855,Kara,sorgho,argileux,case traditionnelle,1.85,8.5,781.0,40,1,0,23.0,0,0
EXP01856,Savanes,maïs,hydromorphe,silo métallique,4.01,12.1,1177.0,42,0,0,13.0,0,0
EXP01857,Maritime,maïs,hydromorphe,case traditionnelle,1.65,26.2,1053.0,20,0,1,26.0,0,0
EXP01858,Plateaux,manioc,argileux,case traditionnelle,1.17,20.4,,69,0,0,11.0,0,0
EXP01859,Maritime,igname,hydromorphe,aucun,1.79,50.8,797.0,30,0,1,18.0,0,0
EXP01860,Maritime,maïs,,silo métallique,2.91,9.1,751.0,49,0,0,1.0,0,0
EXP01861,Centrale,igname,ferrugineux,magasin communautaire,4.17,39.5,1223.0,64,0,0,13.0,0,0
EXP01862,Savanes,igname,hydromorphe,case traditionnelle,7.86,12.9,981.0,50,0,1,26.0,0,0
EXP01863,Savanes,maïs,sableux,case traditionnelle,2.65,6.0,901.0,51,0,0,15.0,0,0
EXP01864,Plateaux,sorgho,argileux,magasin communautaire,6.58,16.8,,28,0,1,5.0,0,0
EXP01865,Centrale,riz,ferrugineux,silo métallique,1.55,20.1,1109.0,55,0,0,17.0,0,0
EXP01866,Kara,manioc,sableux,magasin communautaire,1.35,30.8,649.0,28,0,1,12.0,0,0
EXP01867,Savanes,manioc,argileux,case traditionnelle,3.36,9.1,1282.0,54,0,0,,1,1
EXP01868,Maritime,sorgho,argileux,case traditionnelle,3.71,16.7,852.0,48,0,1,7.0,0,0
EXP01869,Plateaux,sorgho,argileux,magasin communautaire,2.84,13.9,1358.0,44,0,0,12.0,0,0
EXP01870,Kara,sorgho,ferrugineux,silo métallique,12.47,10.5,630.0,56,0,0,5.0,0,0
EXP01871,Plateaux,igname,hydromorphe,case traditionnelle,1.61,37.0,1026.0,56,0,0,9.0,0,0
EXP01872,Plateaux,manioc,argileux,case traditionnelle,5.78,20.3,905.0,29,0,1,16.0,1,0
EXP01873,Savanes,sorgho,argileux,case traditionnelle,1.38,1.6,476.0,38,0,0,2.0,0,0
EXP01874,Savanes,sorgho,sableux,case traditionnelle,3.92,16.9,1108.0,44,0,0,13.0,1,1
EXP01875,Savanes,maïs,argileux,magasin communautaire,2.57,3.3,488.0,26,0,0,4.0,0,0
EXP01876,Kara,maïs,sableux,case traditionnelle,2.98,15.8,880.0,37,0,0,11.0,1,1
EXP01877,Maritime,manioc,ferrugineux,magasin communautaire,3.39,3.9,1215.0,21,1,1,4.0,0,0
EXP01878,Plateaux,sorgho,argileux,silo métallique,2.64,20.4,823.0,41,0,0,52.0,0,0
EXP01879,Centrale,maïs,ferrugineux,aucun,2.28,,,29,0,0,26.0,0,0
EXP01880,Centrale,riz,hydromorphe,aucun,0.56,6.3,1142.0,30,0,1,12.0,0,0
EXP01881,Plateaux,maïs,ferrugineux,case traditionnelle,4.62,23.5,890.0,61,0,0,,1,1
EXP01882,Centrale,manioc,sableux,case traditionnelle,0.91,13.7,853.0,26,0,0,8.0,0,0
EXP01883,Plateaux,riz,ferrugineux,case traditionnelle,1.88,4.3,1256.0,25,0,0,31.0,1,1
EXP01884,Kara,maïs,sableux,silo métallique,3.13,35.5,670.0,35,0,0,19.0,0,0
EXP01885,Plateaux,igname,argileux,case traditionnelle,1.05,10.1,840.0,20,0,1,,0,0
EXP01886,Plateaux,maïs,argileux,case traditionnelle,2.28,11.4,,64,0,1,22.0,0,0
EXP01887,Maritime,igname,hydromorphe,case traditionnelle,4.27,12.1,654.0,70,0,1,27.0,0,0
EXP01888,Maritime,maïs,argileux,case traditionnelle,1.85,21.5,1376.0,60,0,1,13.0,0,0
EXP01889,Kara,igname,hydromorphe,silo métallique,2.31,10.7,898.0,60,0,0,25.0,0,0
EXP01890,Plateaux,riz,sableux,magasin communautaire,1.22,12.5,1160.0,24,0,0,23.0,0,0
EXP01891,Maritime,maïs,sableux,magasin communautaire,2.02,28.8,1159.0,47,0,0,17.0,0,0
EXP01892,Kara,maïs,ferrugineux,aucun,0.93,26.5,913.0,23,1,0,4.0,0,0
EXP01893,Centrale,maïs,ferrugineux,case traditionnelle,2.88,11.9,835.0,34,0,0,17.0,0,0
EXP01894,Maritime,manioc,ferrugineux,case traditionnelle,0.77,12.3,940.0,44,0,1,13.0,0,0
EXP01895,Plateaux,sorgho,argileux,case traditionnelle,1.57,1.0,1121.0,54,0,0,21.0,0,0
EXP01896,Maritime,manioc,argileux,magasin communautaire,2.59,15.6,713.0,33,0,0,6.0,0,1
EXP01897,Centrale,manioc,hydromorphe,magasin communautaire,2.17,24.1,661.0,32,0,1,25.0,0,0
EXP01898,Maritime,manioc,argileux,case traditionnelle,3.25,10.2,1306.0,61,0,0,9.0,0,0
EXP01899,Maritime,manioc,ferrugineux,aucun,2.31,32.1,774.0,30,0,0,6.0,0,1
EXP01900,Maritime,riz,argileux,case traditionnelle,0.56,2.9,1035.0,44,0,0,23.0,0,0
EXP01901,Centrale,manioc,ferrugineux,case traditionnelle,1.04,6.7,,33,0,1,37.0,0,0
EXP01902,Maritime,riz,ferrugineux,magasin communautaire,2.5,30.5,912.0,63,0,0,15.0,0,0
EXP01903,Kara,igname,argileux,aucun,5.04,23.5,1293.0,46,0,0,35.0,1,1
EXP01904,Maritime,manioc,hydromorphe,silo métallique,4.46,2.8,930.0,24,0,0,8.0,0,0
EXP01905,Centrale,maïs,hydromorphe,aucun,12.26,3.3,864.0,26,0,0,7.0,0,1
EXP01906,Plateaux,maïs,argileux,case traditionnelle,1.7,20.6,885.0,69,0,0,30.0,0,0
EXP01907,Plateaux,manioc,hydromorphe,magasin communautaire,4.18,17.8,829.0,67,0,0,21.0,1,0
EXP01908,Maritime,maïs,argileux,aucun,3.98,11.2,789.0,58,0,0,4.0,0,0
EXP01909,Kara,igname,ferrugineux,magasin communautaire,6.75,31.4,830.0,23,0,1,40.0,0,0
EXP01910,Savanes,riz,ferrugineux,case traditionnelle,5.59,8.1,1349.0,57,0,0,13.0,1,0
EXP01911,Maritime,manioc,hydromorphe,aucun,3.03,1.7,1121.0,53,1,0,14.0,0,0
EXP01912,Maritime,sorgho,sableux,case traditionnelle,3.73,21.5,,67,0,0,43.0,1,1
EXP01913,Savanes,maïs,ferrugineux,case traditionnelle,3.26,24.8,1186.0,44,0,0,36.0,0,0
EXP01914,Centrale,sorgho,ferrugineux,aucun,2.43,8.5,569.0,43,0,0,34.0,0,0
EXP01915,Maritime,maïs,sableux,aucun,3.55,5.2,1280.0,51,0,0,8.0,0,0
EXP01916,Maritime,riz,hydromorphe,aucun,2.82,1.8,1261.0,26,0,0,17.0,0,0
EXP01917,Centrale,igname,hydromorphe,aucun,2.73,,1487.0,57,0,0,20.0,0,0
EXP01918,Kara,sorgho,ferrugineux,case traditionnelle,6.95,17.2,1193.0,44,0,0,6.0,0,0
EXP01919,Centrale,sorgho,ferrugineux,aucun,3.07,26.0,1055.0,28,0,0,4.0,0,0
EXP01920,Savanes,manioc,ferrugineux,magasin communautaire,2.65,17.9,1260.0,61,0,0,12.0,0,0
EXP01921,Plateaux,sorgho,sableux,magasin communautaire,2.22,,800.0,32,0,0,25.0,0,0
EXP01922,Plateaux,manioc,ferrugineux,case traditionnelle,2.08,15.6,855.0,63,0,1,1.0,0,0
EXP01923,Plateaux,riz,ferrugineux,silo métallique,1.01,26.8,,33,0,0,15.0,0,0
EXP01924,Plateaux,maïs,argileux,magasin communautaire,2.43,17.0,1279.0,44,0,1,5.0,0,0
EXP01925,Maritime,maïs,hydromorphe,aucun,5.21,24.3,,41,0,0,27.0,0,0
EXP01926,Maritime,manioc,sableux,case traditionnelle,1.67,5.4,719.0,57,0,1,18.0,0,0
EXP01927,Plateaux,maïs,hydromorphe,case traditionnelle,0.4,20.9,1007.0,28,1,0,5.0,0,0
EXP01928,Kara,riz,argileux,magasin communautaire,3.46,17.9,1122.0,31,0,0,27.0,0,0
EXP01929,Maritime,sorgho,argileux,case traditionnelle,2.89,10.6,781.0,29,0,0,18.0,0,0
EXP01930,Plateaux,igname,hydromorphe,silo métallique,6.87,27.2,1111.0,30,1,0,12.0,0,0
EXP01931,Centrale,maïs,sableux,case traditionnelle,1.53,44.6,1278.0,42,0,0,52.0,1,1
EXP01932,Centrale,igname,,magasin communautaire,0.92,,1238.0,49,1,0,13.0,0,0
EXP01933,Kara,maïs,argileux,case traditionnelle,2.14,11.0,,63,0,1,9.0,0,0
EXP01934,Kara,manioc,hydromorphe,case traditionnelle,1.9,12.8,,40,0,1,22.0,0,0
EXP01935,Kara,sorgho,argileux,magasin communautaire,0.67,13.5,1367.0,40,0,0,41.0,0,0
EXP01936,Maritime,maïs,sableux,case traditionnelle,2.67,8.3,954.0,27,0,1,1.0,0,0
EXP01937,Plateaux,maïs,sableux,case traditionnelle,1.79,3.2,1176.0,24,0,0,31.0,0,0
EXP01938,Centrale,maïs,hydromorphe,case traditionnelle,6.06,11.4,1420.0,58,0,0,22.0,0,0
EXP01939,Maritime,manioc,argileux,case traditionnelle,2.7,12.9,1150.0,51,0,0,37.0,0,1
EXP01940,Maritime,sorgho,sableux,magasin communautaire,1.39,,711.0,46,1,0,32.0,0,0
EXP01941,Maritime,maïs,argileux,case traditionnelle,2.47,13.1,653.0,42,0,1,19.0,0,0
EXP01942,Plateaux,maïs,argileux,case traditionnelle,2.85,15.8,879.0,46,0,1,22.0,0,0
EXP01943,Plateaux,manioc,ferrugineux,silo métallique,3.69,11.7,1120.0,62,1,1,15.0,0,0
EXP01944,Maritime,maïs,argileux,magasin communautaire,2.55,8.2,1057.0,28,1,0,38.0,0,0
EXP01945,Kara,riz,argileux,magasin communautaire,8.66,13.1,1480.0,44,0,0,8.0,0,0
EXP01946,Savanes,igname,ferrugineux,case traditionnelle,0.99,16.7,1054.0,31,0,1,15.0,0,0
EXP01947,Maritime,sorgho,argileux,aucun,1.76,14.0,871.0,24,1,0,25.0,1,1
EXP01948,Savanes,sorgho,sableux,case traditionnelle,1.4,46.5,678.0,55,0,1,27.0,0,0
EXP01949,Maritime,manioc,hydromorphe,case traditionnelle,1.96,17.5,1233.0,55,0,0,27.0,1,1
EXP01950,Savanes,sorgho,ferrugineux,aucun,3.09,13.5,949.0,63,0,1,21.0,0,0
EXP01951,Savanes,maïs,hydromorphe,magasin communautaire,2.95,7.3,589.0,20,0,1,27.0,0,0
EXP01952,Maritime,maïs,ferrugineux,magasin communautaire,3.63,7.4,955.0,28,0,0,22.0,0,0
EXP01953,Kara,riz,sableux,aucun,2.69,10.7,711.0,48,0,0,,0,0
EXP01954,Savanes,maïs,sableux,case traditionnelle,2.8,10.9,848.0,61,0,0,7.0,0,0
EXP01955,Savanes,igname,sableux,aucun,2.72,10.6,951.0,67,0,0,27.0,0,0
EXP01956,Savanes,riz,sableux,silo métallique,1.83,18.1,733.0,59,0,1,14.0,0,0
EXP01957,Centrale,igname,hydromorphe,case traditionnelle,1.73,26.6,833.0,66,0,0,16.0,0,0
EXP01958,Maritime,maïs,sableux,case traditionnelle,1.38,21.5,771.0,61,0,0,46.0,1,1
EXP01959,Kara,manioc,argileux,case traditionnelle,3.76,19.9,778.0,35,0,0,45.0,1,1
EXP01960,Centrale,riz,ferrugineux,aucun,0.46,6.6,708.0,49,0,0,38.0,0,0
EXP01961,Centrale,maïs,hydromorphe,case traditionnelle,2.76,29.2,834.0,52,0,0,10.0,1,1
EXP01962,Plateaux,manioc,argileux,case traditionnelle,4.23,7.2,735.0,37,0,1,9.0,0,0
EXP01963,Centrale,riz,argileux,silo métallique,4.98,16.4,1091.0,65,0,1,5.0,0,0
EXP01964,Maritime,igname,argileux,silo métallique,0.37,19.1,,59,1,1,40.0,0,0
EXP01965,Kara,riz,ferrugineux,case traditionnelle,1.87,29.7,1237.0,45,1,0,6.0,0,1
EXP01966,Maritime,maïs,hydromorphe,silo métallique,1.44,41.2,1403.0,43,0,0,,1,0
EXP01967,Kara,manioc,ferrugineux,magasin communautaire,1.76,,1113.0,60,0,0,10.0,0,0
EXP01968,Kara,manioc,argileux,aucun,5.67,15.5,1058.0,30,0,0,9.0,1,1
EXP01969,Plateaux,maïs,sableux,case traditionnelle,1.44,28.0,1128.0,30,0,0,2.0,0,0
EXP01970,Plateaux,manioc,ferrugineux,case traditionnelle,4.22,43.5,1062.0,39,0,0,11.0,0,0
EXP01971,Plateaux,maïs,ferrugineux,magasin communautaire,2.78,11.2,962.0,25,1,0,17.0,1,1
EXP01972,Savanes,maïs,sableux,case traditionnelle,1.71,6.9,943.0,42,1,0,,0,0
EXP01973,Kara,manioc,argileux,magasin communautaire,1.58,4.3,705.0,41,0,0,8.0,1,0
EXP01974,Plateaux,maïs,argileux,case traditionnelle,2.98,2.8,1151.0,45,0,0,36.0,0,0
EXP01975,Maritime,manioc,argileux,silo métallique,2.37,7.9,942.0,43,1,1,7.0,0,0
EXP01976,Maritime,maïs,argileux,aucun,0.63,,1298.0,65,0,0,14.0,0,0
EXP01977,Plateaux,riz,argileux,aucun,1.2,25.4,1170.0,33,1,1,15.0,0,0
EXP01978,Savanes,maïs,argileux,aucun,3.04,17.5,800.0,40,1,0,8.0,0,0
EXP01979,Kara,igname,argileux,aucun,0.95,10.8,1249.0,57,1,0,30.0,0,0
EXP01980,Maritime,maïs,hydromorphe,magasin communautaire,4.62,18.1,335.0,33,0,0,35.0,0,0
EXP01981,Kara,manioc,argileux,case traditionnelle,0.75,14.2,,53,0,0,4.0,0,0
EXP01982,Plateaux,maïs,argileux,aucun,2.06,11.2,629.0,69,0,0,10.0,0,0
EXP01983,Kara,maïs,ferrugineux,aucun,3.83,17.0,1069.0,38,1,1,8.0,0,0
EXP01984,Maritime,manioc,sableux,aucun,1.13,10.5,1053.0,31,0,1,12.0,0,0
EXP01985,Centrale,sorgho,hydromorphe,silo métallique,0.9,16.9,1220.0,28,0,0,15.0,0,0
EXP01986,Savanes,igname,ferrugineux,case traditionnelle,3.38,,871.0,19,0,0,3.0,0,0
EXP01987,Maritime,maïs,ferrugineux,aucun,4.31,22.0,435.0,33,0,0,15.0,0,0
EXP01988,Centrale,maïs,ferrugineux,aucun,2.16,3.3,871.0,63,0,1,46.0,0,0
EXP01989,Savanes,riz,argileux,silo métallique,1.84,29.5,897.0,32,0,0,33.0,0,0
EXP01990,Maritime,manioc,argileux,aucun,0.73,12.9,458.0,68,0,0,17.0,1,1
EXP01991,Maritime,maïs,ferrugineux,magasin communautaire,2.61,41.5,961.0,68,0,0,3.0,0,0
EXP01992,Centrale,sorgho,sableux,aucun,0.56,24.6,692.0,54,0,1,27.0,0,0
EXP01993,Plateaux,manioc,sableux,case traditionnelle,5.72,7.1,,70,0,0,11.0,0,0
EXP01994,Maritime,riz,sableux,aucun,2.24,20.1,891.0,40,0,0,31.0,0,0
EXP01995,Plateaux,manioc,sableux,case traditionnelle,1.22,28.1,1421.0,68,1,0,28.0,0,0
EXP01996,Kara,manioc,argileux,case traditionnelle,1.57,11.6,889.0,47,1,1,12.0,0,0
EXP01997,Plateaux,maïs,sableux,case traditionnelle,2.75,6.7,1053.0,23,0,0,14.0,0,1
EXP01998,Plateaux,sorgho,sableux,magasin communautaire,1.77,5.8,899.0,62,1,1,8.0,0,0
EXP01999,Kara,maïs,sableux,case traditionnelle,2.45,4.1,560.0,68,0,1,3.0,0,0
EXP02000,Plateaux,sorgho,hydromorphe,aucun,1.09,1.9,901.0,65,0,0,15.0,0,0
EXP02001,Kara,sorgho,argileux,magasin communautaire,5.04,13.0,1131.0,40,0,1,24.0,0,0
EXP02002,Plateaux,riz,hydromorphe,aucun,1.6,6.0,1094.0,24,0,1,,0,0
EXP02003,Savanes,maïs,argileux,case traditionnelle,0.44,8.5,880.0,49,0,0,13.0,0,0
EXP02004,Centrale,maïs,sableux,case traditionnelle,1.88,42.2,600.0,64,0,1,22.0,0,0
EXP02005,Maritime,manioc,sableux,silo métallique,1.42,18.9,1105.0,62,0,0,13.0,0,0
EXP02006,Savanes,manioc,argileux,silo métallique,4.83,6.9,1051.0,51,0,0,17.0,0,1
EXP02007,Plateaux,igname,sableux,magasin communautaire,1.23,54.6,1152.0,59,0,0,11.0,0,0
EXP02008,Maritime,manioc,sableux,silo métallique,1.75,16.8,884.0,20,0,1,14.0,0,0
EXP02009,Maritime,sorgho,sableux,aucun,2.81,51.6,546.0,51,1,1,5.0,0,0
EXP02010,Centrale,maïs,sableux,magasin communautaire,3.64,35.9,,24,0,0,9.0,1,1
EXP02011,Maritime,manioc,hydromorphe,aucun,5.97,17.2,948.0,57,0,0,45.0,0,1
EXP02012,Plateaux,maïs,sableux,silo métallique,1.3,13.0,1284.0,21,0,0,4.0,0,0
EXP02013,Maritime,riz,,silo métallique,5.54,24.3,957.0,49,0,1,,0,0
EXP02014,Plateaux,maïs,sableux,case traditionnelle,4.7,16.2,939.0,68,0,0,17.0,0,0
EXP02015,Plateaux,maïs,argileux,case traditionnelle,1.41,9.8,1050.0,24,0,0,3.0,1,0
EXP02016,Plateaux,sorgho,argileux,case traditionnelle,1.28,9.4,807.0,41,0,0,27.0,0,0
EXP02017,Maritime,manioc,hydromorphe,silo métallique,3.23,26.9,795.0,21,0,0,4.0,0,0
EXP02018,Maritime,maïs,ferrugineux,silo métallique,2.41,6.9,927.0,56,0,0,25.0,1,0
EXP02019,Centrale,maïs,hydromorphe,case traditionnelle,3.22,26.6,729.0,67,0,0,20.0,1,1
EXP02020,Plateaux,manioc,argileux,magasin communautaire,1.93,14.4,895.0,19,0,0,16.0,0,0
EXP02021,Centrale,maïs,argileux,case traditionnelle,2.58,,1415.0,47,1,1,18.0,0,0
EXP02022,Maritime,maïs,sableux,case traditionnelle,2.25,28.0,1200.0,60,0,0,19.0,0,0
EXP02023,Maritime,riz,argileux,aucun,3.19,7.0,1024.0,20,0,0,13.0,1,0
EXP02024,Maritime,maïs,ferrugineux,case traditionnelle,1.25,7.8,1322.0,44,0,1,49.0,0,0
EXP02025,Plateaux,manioc,sableux,case traditionnelle,2.72,12.1,752.0,25,0,0,37.0,1,1
EXP02026,Plateaux,manioc,sableux,magasin communautaire,5.89,13.5,1548.0,67,0,1,27.0,0,0
EXP02027,Kara,maïs,sableux,case traditionnelle,5.67,,839.0,45,0,1,11.0,1,0
EXP02028,Plateaux,maïs,sableux,silo métallique,2.94,27.1,1431.0,46,0,0,11.0,0,0
EXP02029,Plateaux,maïs,hydromorphe,aucun,1.23,26.5,1430.0,70,0,0,19.0,0,0
EXP02030,Centrale,maïs,sableux,magasin communautaire,7.75,,529.0,60,0,0,11.0,0,0
EXP02031,Maritime,maïs,sableux,magasin communautaire,3.19,9.4,1302.0,35,0,0,13.0,1,0
EXP02032,Plateaux,igname,argileux,case traditionnelle,7.27,25.2,882.0,51,0,0,27.0,0,0
EXP02033,Plateaux,sorgho,ferrugineux,magasin communautaire,3.28,6.1,,34,0,0,38.0,0,0
EXP02034,Plateaux,manioc,hydromorphe,case traditionnelle,0.34,14.4,,46,0,0,19.0,0,0
EXP02035,Maritime,manioc,hydromorphe,case traditionnelle,7.72,34.2,708.0,61,0,0,18.0,1,1
EXP02036,Kara,manioc,ferrugineux,aucun,4.27,10.2,1070.0,68,0,0,3.0,1,1
EXP02037,Savanes,sorgho,hydromorphe,magasin communautaire,2.51,4.1,724.0,68,0,0,26.0,0,0
EXP02038,Maritime,maïs,hydromorphe,magasin communautaire,0.6,7.0,992.0,44,1,0,28.0,0,0
EXP02039,Centrale,maïs,hydromorphe,case traditionnelle,4.59,7.4,1270.0,65,0,0,33.0,0,0
EXP02040,Kara,maïs,hydromorphe,aucun,3.26,6.6,1043.0,65,0,1,70.0,0,0
EXP02041,Plateaux,maïs,sableux,case traditionnelle,9.16,11.6,864.0,47,0,1,10.0,0,0
EXP02042,Kara,maïs,sableux,case traditionnelle,6.8,51.0,1080.0,20,1,1,42.0,0,0
EXP02043,Centrale,sorgho,hydromorphe,aucun,7.13,19.7,612.0,25,0,0,39.0,1,1
EXP02044,Savanes,igname,argileux,magasin communautaire,2.88,12.5,749.0,53,1,0,18.0,0,0
EXP02045,Savanes,maïs,hydromorphe,aucun,2.79,13.3,847.0,62,0,0,4.0,1,1
EXP02046,Maritime,manioc,sableux,case traditionnelle,3.29,8.2,1139.0,66,0,0,36.0,0,0
EXP02047,Plateaux,manioc,ferrugineux,silo métallique,1.52,13.2,1047.0,31,1,1,43.0,0,0
EXP02048,Centrale,manioc,ferrugineux,aucun,2.56,33.2,1078.0,65,0,0,6.0,1,1
EXP02049,Maritime,manioc,hydromorphe,magasin communautaire,2.21,14.8,943.0,61,0,0,24.0,1,1
EXP02050,Plateaux,maïs,hydromorphe,silo métallique,5.44,26.4,761.0,44,0,0,17.0,0,0
EXP02051,Savanes,sorgho,hydromorphe,case traditionnelle,6.18,24.1,1307.0,38,1,1,16.0,0,0
EXP02052,Maritime,igname,ferrugineux,silo métallique,3.91,49.5,783.0,43,0,0,3.0,0,0
EXP02053,Plateaux,riz,hydromorphe,aucun,1.34,23.8,1051.0,54,0,1,35.0,1,1
EXP02054,Kara,riz,sableux,silo métallique,8.04,47.3,923.0,61,0,1,12.0,0,0
EXP02055,Plateaux,manioc,sableux,aucun,4.57,27.7,1085.0,27,0,1,54.0,0,0
EXP02056,Plateaux,maïs,,magasin communautaire,3.13,17.3,805.0,36,0,0,13.0,0,1
EXP02057,Savanes,maïs,hydromorphe,magasin communautaire,3.67,7.7,1203.0,25,0,1,10.0,0,0
EXP02058,Plateaux,manioc,sableux,case traditionnelle,0.84,26.3,1281.0,67,0,1,11.0,1,1
EXP02059,Maritime,maïs,sableux,silo métallique,2.22,27.7,1188.0,40,0,1,14.0,1,0
EXP02060,Maritime,sorgho,argileux,aucun,5.75,28.2,988.0,32,0,1,14.0,0,0
EXP02061,Savanes,manioc,hydromorphe,magasin communautaire,0.81,0.8,846.0,29,0,0,35.0,0,0
EXP02062,Maritime,manioc,sableux,case traditionnelle,0.79,10.0,1627.0,22,1,1,14.0,0,0
EXP02063,Plateaux,maïs,argileux,magasin communautaire,4.59,19.6,712.0,43,0,0,39.0,0,0
EXP02064,Maritime,igname,hydromorphe,silo métallique,3.5,10.6,1161.0,59,0,1,35.0,0,0
EXP02065,Plateaux,maïs,argileux,aucun,0.82,9.3,1030.0,35,0,1,32.0,0,0
EXP02066,Savanes,maïs,hydromorphe,case traditionnelle,2.08,8.2,935.0,40,0,1,28.0,0,0
EXP02067,Plateaux,maïs,hydromorphe,case traditionnelle,3.13,3.6,994.0,52,0,0,7.0,0,0
EXP02068,Savanes,riz,sableux,case traditionnelle,2.88,18.9,828.0,37,0,1,29.0,0,0
EXP02069,Maritime,igname,sableux,case traditionnelle,3.3,8.9,1052.0,57,0,1,35.0,0,0
EXP02070,Plateaux,maïs,sableux,aucun,1.97,10.3,1026.0,35,0,0,41.0,1,1
EXP02071,Kara,igname,ferrugineux,magasin communautaire,2.99,12.5,,42,0,0,,0,0
EXP02072,Plateaux,maïs,ferrugineux,magasin communautaire,3.91,21.0,1207.0,69,0,1,,0,0
EXP02073,Maritime,riz,argileux,case traditionnelle,3.71,17.0,1074.0,62,0,1,4.0,0,0
EXP02074,Kara,maïs,argileux,magasin communautaire,2.01,16.5,1088.0,48,0,0,25.0,0,0
EXP02075,Plateaux,manioc,argileux,aucun,4.15,1.6,1391.0,39,1,0,22.0,0,0
EXP02076,Plateaux,riz,sableux,magasin communautaire,1.23,26.7,717.0,70,0,0,8.0,0,0
EXP02077,Savanes,manioc,,case traditionnelle,1.57,39.9,906.0,43,0,0,18.0,0,0
EXP02078,Maritime,maïs,hydromorphe,case traditionnelle,4.59,16.1,492.0,36,1,0,15.0,0,0
EXP02079,Plateaux,sorgho,ferrugineux,aucun,4.1,5.9,1084.0,49,0,0,23.0,0,0
EXP02080,Maritime,igname,ferrugineux,aucun,2.14,9.5,,40,1,1,17.0,0,0
EXP02081,Plateaux,manioc,hydromorphe,case traditionnelle,1.55,6.1,711.0,65,0,1,21.0,0,0
EXP02082,Maritime,riz,hydromorphe,magasin communautaire,1.7,36.9,1294.0,30,0,0,,0,0
EXP02083,Centrale,sorgho,argileux,case traditionnelle,3.79,10.2,777.0,21,1,1,66.0,0,0
EXP02084,Maritime,maïs,hydromorphe,magasin communautaire,3.33,,868.0,41,0,0,21.0,0,0
EXP02085,Centrale,sorgho,sableux,case traditionnelle,1.48,12.1,979.0,68,0,0,11.0,1,1
EXP02086,Maritime,maïs,hydromorphe,silo métallique,4.08,20.3,,22,0,1,11.0,0,0
EXP02087,Plateaux,sorgho,sableux,aucun,2.07,7.3,744.0,61,0,0,28.0,0,1
EXP02088,Plateaux,maïs,sableux,case traditionnelle,1.26,16.2,1020.0,19,1,0,88.0,1,1
EXP02089,Kara,maïs,ferrugineux,magasin communautaire,1.83,10.3,1136.0,47,0,1,37.0,0,0
EXP02090,Plateaux,manioc,hydromorphe,case traditionnelle,2.7,29.1,1086.0,42,0,0,16.0,1,1
EXP02091,Plateaux,manioc,ferrugineux,case traditionnelle,3.98,1.8,1095.0,27,0,0,3.0,0,0
EXP02092,Kara,sorgho,argileux,case traditionnelle,3.81,11.2,1133.0,57,0,0,8.0,0,0
EXP02093,Centrale,igname,sableux,case traditionnelle,2.36,,817.0,28,0,0,10.0,0,0
EXP02094,Maritime,maïs,argileux,aucun,2.92,25.2,1355.0,41,0,0,3.0,0,0
EXP02095,Savanes,maïs,argileux,case traditionnelle,2.22,3.8,923.0,48,0,0,14.0,1,1
EXP02096,Plateaux,manioc,ferrugineux,aucun,1.48,23.4,891.0,45,0,0,26.0,0,0
EXP02097,Maritime,manioc,sableux,case traditionnelle,2.42,,1273.0,20,0,0,12.0,0,0
EXP02098,Plateaux,manioc,ferrugineux,magasin communautaire,0.6,8.4,799.0,42,0,0,30.0,0,0
